# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# Fri Nov 10 22:32:34 2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_hostname:    Host Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_letter:      Planet Letter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_pnum:        Number of Planets in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbper:      Orbital Period [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr1:  Orbital Period Upper Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbpererr2:  Orbital Period Lower Unc. [days],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_orbperlim:   Orbital Period Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_dens:        Planet Density [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr1:    Planet Density Upper Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denserr2:    Planet Density Lower Unc. [g/cm**3],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_denslim:     Planet Density Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_dist:        Distance [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr1:    Distance Upper Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_disterr2:    Distance Lower Unc. [pc],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_distlim:     Distance Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmag:      G-band (Gaia) [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmagerr:   G-band (Gaia) Unc. [mag],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN gaia_gmaglim:   G-band (Gaia) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teff:        Effective Temperature [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_tefflim:     Effective Temperature Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_teffblend:   Effective Temperature Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_mass:        Stellar Mass [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr1:    Stellar Mass Upper Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masserr2:    Stellar Mass Lower Unc. [Solar mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_masslim:     Stellar Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_massblend:   Stellar Mass Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN rowupdate:      Date of Last Update,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_name:        Planet Name,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masse:       Planet Mass [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr1:   Planet Mass Upper Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masseerr2:   Planet Mass Lower Unc. [Earth mass],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_masselim:    Planet Mass Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_rade:        Planet Radius [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr1:    Planet Radius Upper Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radeerr2:    Planet Radius Lower Unc. [Earth radii],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_radelim:     Planet Radius Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_locale:      Discovery Locale,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN pl_mnum:        Number of Moons in System,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlx:       X-ray Activity log(L<sub>x</sub>),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxerr:    X-ray Activity log(L<sub>x</sub>) Unc.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxlim:    X-ray Activity log(L<sub>x</sub>) Limit Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# COLUMN st_actlxblend:  X-ray Activity log(L<sub>x</sub>) Blend Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
#,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rowid,pl_hostname,pl_letter,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_teffblend,st_mass,st_masserr1,st_masserr2,st_masslim,st_massblend,rowupdate,pl_name,pl_masse,pl_masseerr1,pl_masseerr2,pl_masselim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_locale,pl_mnum,st_actlx,st_actlxerr,st_actlxlim,st_actlxblend
607,HD 45364,c,2,342.85,0.28,-0.28,0,,,,,32.58,0.84,-0.88,0,,,,,,,,,,,,,,5/14/2014,HD 45364 c,,,,,,,,,Ground,0,,,,
608,HD 45652,b,1,43.6,0.2,-0.2,0,,,,,36.14,1.61,-1.77,0,7.856,,0,5312,68,-68,0,0,0.83,0.05,-0.05,0,0,3/26/2015,HD 45652 b,,,,,,,,,Ground,0,,,,
609,HD 46375,b,1,3.023573,0.000065,-0.000065,0,,,,,33.41,1.15,-1.24,0,,,,5285,,,0,0,0.92,,,0,0,7/23/2014,HD 46375 b,,,,,,,,,Ground,0,,,,
610,HD 47186,b,2,4.0845,0.0002,-0.0002,0,,,,,37.84,1.21,-1.29,0,7.406,,0,5675,21,-21,0,0,0.99,,,0,0,3/26/2015,HD 47186 b,,,,,,,,,Ground,0,,,,
611,HD 47186,c,2,1353.6,57.1,-57.1,0,,,,,37.84,1.21,-1.29,0,7.406,,0,5675,21,-21,0,0,0.99,,,0,0,3/26/2015,HD 47186 c,,,,,,,,,Ground,0,,,,
612,HD 4732,b,2,360.2,1.4,-1.4,0,,,,,56.5,2.99,-3.35,0,,,,4959,25,-25,0,0,1.74,0.2,-0.14,0,0,5/14/2014,HD 4732 b,,,,,,,,,Ground,0,,,,
613,HD 4732,c,2,2732,81,-81,0,,,,,56.5,2.99,-3.35,0,,,,4959,25,-25,0,0,1.74,0.2,-0.14,0,0,5/14/2014,HD 4732 c,,,,,,,,,Ground,0,,,,
614,HD 47536,b,1,712.13,0.31,-0.31,0,,,,,121.36,7.72,-8.85,0,4.938,,0,4424,16,-16,0,0,0.91,0.03,-0.03,0,0,3/26/2015,HD 47536 b,,,,,,,,,Ground,0,,,,
615,HD 48265,b,1,780.3,4.6,-4.6,0,,,,,85.4,4.23,-4.23,0,7.834,,0,5650,100,-100,0,0,1.28,0.05,-0.05,0,0,11/10/2016,HD 48265 b,,,,,,,,,Ground,0,,,,
616,HD 49674,b,1,4.94737,0.00098,-0.00098,0,,,,,40.73,1.81,-1.98,0,7.873,,0,5662,44,-44,0,0,1.06,,,0,0,7/23/2014,HD 49674 b,,,,,,,,,Ground,0,,,,
617,HD 50499,b,1,2482.7,110,-110,0,,,,,47.26,1.47,-1.57,0,7.026,,0,,,,,0,1.24,0.1,-0.1,0,0,12/17/2014,HD 50499 b,,,,,,,,,Ground,0,,,,
618,HD 50554,b,1,1293,37,-37,0,,,,,31.03,0.94,-1,0,6.672,,0,5987,70,-70,0,0,1.04,0.01,-0.01,0,0,11/19/2014,HD 50554 b,,,,,,,,,Ground,0,,,,
619,HD 52265,b,1,119.6,0.42,-0.42,0,,,,,28.07,0.65,-0.68,0,6.123,,0,6060,50,-50,0,0,1.18,,,0,0,3/26/2015,HD 52265 b,,,,,,,,,Ground,0,,,,
620,HD 5319,b,2,641,2,-2,0,,,,,114,11,-11,0,7.704,,0,4958,44,-44,0,0,1.51,0.11,-0.11,0,0,12/3/2014,HD 5319 b,,,,,,,,,Ground,0,,,,
621,HD 5319,c,2,886,8,-8,0,,,,,114,11,-11,0,7.704,,0,4958,44,-44,0,0,1.51,0.11,-0.11,0,0,12/3/2014,HD 5319 c,,,,,,,,,Ground,0,,,,
622,HD 5583,b,1,139.35,0.21,-0.22,0,,,,,221,14,-14,0,7.243,,0,4830,45,-45,0,0,1.01,0.1,-0.1,0,0,2/4/2016,HD 5583 b,,,,,,,,,Ground,0,,,,
623,HD 5608,b,1,792.6,7.7,-7.7,0,,,,,58.17,2.68,-2.95,0,5.663,,0,4854,25,,0,,1.55,0.23,,0,,9/3/2015,HD 5608 b,,,,,,,,,Ground,0,,,,
624,HD 564,b,1,492.3,2.3,-2.3,0,,,,,53.6,,,0,8.145,,0,5902,61,-61,0,0,0.96,0.05,-0.05,0,0,1/8/2015,HD 564 b,,,,,,,,,Ground,0,,,,
625,HD 5891,b,1,177.11,0.32,-0.32,0,,,,,150.6,23.21,-33.56,0,7.727,,0,4907,44,-44,0,0,1.91,0.13,-0.13,0,0,5/14/2014,HD 5891 b,,,,,,,,,Ground,0,,,,
626,HD 59686 A,b,1,299.36,0.26,-0.31,0,,,,,96.8,2.7,-2.6,0,,,,4658,24,-24,0,0,1.9,0.2,-0.2,0,0,8/12/2016,HD 59686 A b,,,,,,,,,Ground,0,,,,
627,HD 60532,b,2,201.9,0.3,-0.3,0,,,,,25.3,0.17,-0.17,0,,,,6245,80,-80,0,0,1.5,0.09,-0.09,0,0,9/8/2016,HD 60532 b,,,,,,,,,Ground,0,,,,
628,HD 60532,c,2,600.1,2.4,-2.4,0,,,,,25.3,0.17,-0.17,0,,,,6245,80,-80,0,0,1.5,0.09,-0.09,0,0,9/8/2016,HD 60532 c,,,,,,,,,Ground,0,,,,
629,HD 62509,b,1,589.64,0.81,-0.81,0,,,,,10.34,0.09,-0.09,0,,,,4946,18,-18,0,0,2.1,0.08,-0.08,0,0,3/26/2015,HD 62509 b,,,,,,,,,Ground,0,27.52,,0,0
630,HD 63454,b,1,2.818049,0.000071,-0.000071,0,,,,,35.8,1.07,-1.14,0,8.973,,0,4840,66,-66,0,0,0.84,,,0,0,3/26/2015,HD 63454 b,,,,,12.31,,,0,Ground,0,,,,
631,HD 63765,b,1,358,1,-1,0,,,,,32.62,0.72,-0.75,0,7.862,,0,,,,,,,,,,,5/14/2014,HD 63765 b,,,,,,,,,Ground,0,,,,
632,HD 6434,b,1,22.017,0.0008,-0.0008,0,,,,,40.32,1.4,-1.5,0,7.528,,0,5690,92,-92,0,0,0.89,0.04,-0.04,0,0,11/19/2015,HD 6434 b,,,,,,,,,Ground,0,,,,
633,HD 65216,b,2,572.4,2.1,-2.1,0,,,,,35.59,0.85,-0.9,0,7.75,,0,5666,,,0,0,0.92,,,0,0,5/14/2014,HD 65216 b,,,,,,,,,Ground,0,,,,
634,HD 65216,c,2,152.6,0.6,-0.6,0,,,,,35.59,0.85,-0.9,0,7.75,,0,5666,,,0,0,0.92,,,0,0,5/14/2014,HD 65216 c,,,,,,,,,Ground,0,,,,
635,HD 66141,b,1,480.5,0.5,-0.5,0,,,,,80.06,5.82,-6.82,0,,,,4323,15,-15,0,0,1.1,0.1,-0.1,0,0,5/14/2014,HD 66141 b,,,,,,,,,Ground,0,,,,
636,HD 66428,b,1,1973,31,-31,0,,,,,55.04,3.52,-4.03,0,8.054,,0,5752,,,0,0,1.1,,,0,0,7/23/2014,HD 66428 b,,,,,,,,,Ground,0,,,,
637,HD 67087,b,2,352.2,1.7,-1.6,0,,,,,88.81,8.16,-10,0,7.909,,0,6330,47,-47,0,0,1.36,0.04,-0.04,0,0,4/1/2015,HD 67087 b,,,,,,,,,Ground,0,,,,
638,HD 67087,c,2,2374,193,-156,0,,,,,88.81,8.16,-10,0,7.909,,0,6330,47,-47,0,0,1.36,0.04,-0.04,0,0,4/1/2015,HD 67087 c,,,,,,,,,Ground,0,,,,
639,HD 6718,b,1,2496,176,-176,0,,,,,54.9,2.4,-2.2,0,8.238,,0,5746,19,-19,0,0,0.96,,,0,0,3/26/2015,HD 6718 b,,,,,,,,,Ground,0,,,,
640,HD 68402,b,1,1103,33,-33,0,,,,,78,3.71,-3.71,0,,,,5950,100,-100,0,0,1.12,0.05,-0.05,0,0,11/10/2016,HD 68402 b,,,,,,,,,Ground,0,,,,
641,HD 68988,b,1,6.27711,0.00021,-0.00021,0,,,,,58.82,3.14,-3.52,0,8.007,,0,5960,,,0,0,1.18,,,0,0,3/26/2015,HD 68988 b,,,,,,,,,Ground,0,,,,
642,HD 69830,b,3,8.667,0.003,-0.003,0,,,,,12.58,0.12,-0.12,0,,,,5385,20,-20,0,0,0.86,0.03,-0.03,0,0,3/26/2015,HD 69830 b,,,,,,,,,Ground,0,27.48,,0,0
643,HD 69830,c,3,31.56,0.04,-0.04,0,,,,,12.58,0.12,-0.12,0,,,,5385,20,-20,0,0,0.86,0.03,-0.03,0,0,3/26/2015,HD 69830 c,,,,,,,,,Ground,0,27.48,,0,0
644,HD 69830,d,3,197,3,-3,0,,,,,12.58,0.12,-0.12,0,,,,5385,20,-20,0,0,0.86,0.03,-0.03,0,0,3/26/2015,HD 69830 d,,,,,,,,,Ground,0,27.48,,0,0
645,HD 70573,b,1,851.8,11.6,-11.6,0,,,,,45.7,,,0,8.5,,0,5737,70,-70,0,0,1,0.1,-0.1,0,0,3/26/2015,HD 70573 b,,,,,,,,,Ground,0,,,,
646,HD 70642,b,1,2068,39,-39,0,,,,,28.76,0.49,-0.5,0,6.953,,0,5706,,,0,0,1.05,,,0,0,3/26/2015,HD 70642 b,,,,,,,,,Ground,0,,,,
647,HD 7199,b,1,615,7,-7,0,,,,,35.88,0.87,-0.91,0,7.784,,0,5386,45,-45,0,0,0.89,,,0,0,5/14/2014,HD 7199 b,,,,,,,,,Ground,0,,,,
648,HD 72659,b,1,3658,32,-32,0,,,,,51.4,2.7,-2.7,0,7.278,,0,5926,62,-62,0,0,1.06,0.04,-0.04,0,0,3/10/2016,HD 72659 b,,,,,,,,,Ground,0,,,,
649,HD 72892,b,1,39.475,0.004,-0.004,0,,,,,72.78,4.4,-4.4,0,,,,5688,100,-100,0,0,1.02,0.05,-0.05,0,0,11/10/2016,HD 72892 b,,,,,,,,,Ground,0,,,,
650,HD 73256,b,1,2.54858,0.00016,-0.00016,0,,,,,36.52,1,-1.06,0,7.804,,0,5570,50,-50,0,0,1.05,,,0,0,3/26/2015,HD 73256 b,,,,,,,,,Ground,0,,,,
651,HD 73267,b,1,1260,7,-7,0,,,,,54.91,3,-3,0,8.616,,0,5317,34,-34,0,0,0.89,0.03,-0.03,0,0,3/26/2015,HD 73267 b,,,,,,,,,Ground,0,,,,
652,HD 73526,b,2,188.9,0.1,-0.1,0,,,,,94.61,8.25,-9.99,0,8.741,,0,,,,,0,1.01,0.05,-0.05,0,0,5/14/2014,HD 73526 b,,,,,,,,,Ground,0,,,,
653,HD 73526,c,2,379.1,0.5,-0.5,0,,,,,94.61,8.25,-9.99,0,8.741,,0,,,,,0,1.01,0.05,-0.05,0,0,5/14/2014,HD 73526 c,,,,,,,,,Ground,0,,,,
654,HD 73534,b,1,1770,40,-40,0,,,,,81,4.9,-4.9,0,7.888,,0,5041,44,-44,0,0,1.23,0.06,-0.06,0,0,3/26/2015,HD 73534 b,,,,,,,,,Ground,0,,,,
655,HD 74156,b,2,51.645,0.003,-0.003,0,,,,,64.6,4.6,-4.6,0,,,,6068,44,-44,0,0,1.24,0.04,-0.04,0,0,5/14/2014,HD 74156 b,,,,,,,,,Ground,0,,,,
656,HD 74156,c,2,2473,13,-13,0,,,,,64.6,4.6,-4.6,0,,,,6068,44,-44,0,0,1.24,0.04,-0.04,0,0,5/14/2014,HD 74156 c,,,,,,,,,Ground,0,,,,
657,HD 7449,b,1,1275,15,-11,0,,,,,38.52,1.11,-1.18,0,7.324,,0,6024,13,-13,0,0,1.05,,,0,0,5/14/2014,HD 7449 b,,,,,,,,,Ground,0,,,,
658,HD 75289,b,1,3.509267,0.000064,-0.000064,0,,,,,28.94,0.46,-0.48,0,6.176,,0,6095,,,0,0,1.21,,,0,0,4/16/2015,HD 75289 b,,,,,,,,,Ground,0,,,,
659,HD 75784,b,1,341.7,6.1,-6.1,0,,,,,68.7,6.2,-6.2,0,7.508,,0,4917,44,-44,0,0,1.41,0.08,-0.08,0,0,12/3/2014,HD 75784 b,,,,,,,,,Ground,0,,,,
660,HD 75898,b,1,418.2,5.7,-5.7,0,,,,,80.58,6.45,-7.68,0,7.865,,0,6021,50,-50,0,0,1.28,0.13,-0.13,0,0,4/16/2015,HD 75898 b,,,,,,,,,Ground,0,,,,
661,HD 76700,b,1,3.971,0.001,-0.001,0,,,,,59.7,2.26,-2.45,0,7.935,,0,,,,,0,1,0.05,-0.05,0,0,4/24/2015,HD 76700 b,,,,,,,,,Ground,0,,,,
662,HD 77338,b,1,5.7361,0.0015,-0.0015,0,,,,,41.27,1.92,-2.11,0,8.366,,0,5370,82,,0,,0.93,0.05,,0,,5/14/2014,HD 77338 b,15.9,4.7,-5.3,0,,,,,Ground,0,,,,
663,HD 7924,b,3,5.39792,0.00025,-0.00025,0,,,,,16.82,0.13,-0.13,0,6.87,,0,5075,83,-83,0,0,0.83,0.02,-0.04,0,0,5/14/2015,HD 7924 b,,,,,,,,,Ground,0,27.43,,0,0
664,HD 7924,c,3,15.299,0.0032,-0.0033,0,,,,,16.82,0.13,-0.13,0,6.87,,0,5075,83,-83,0,0,0.83,0.02,-0.04,0,0,5/14/2015,HD 7924 c,,,,,,,,,Ground,0,27.43,,0,0
665,HD 7924,d,3,24.451,0.015,-0.017,0,,,,,16.82,0.13,-0.13,0,6.87,,0,5075,83,-83,0,0,0.83,0.02,-0.04,0,0,5/14/2015,HD 7924 d,,,,,,,,,Ground,0,27.43,,0,0
666,HD 79498,b,1,1966.1,41,-41,0,,,,,48.64,2.21,-2.43,0,,,,,,,,,,,,,,5/14/2014,HD 79498 b,,,,,,,,,Ground,0,,,,
667,HD 80606,b,1,111.4357,0.0008,-0.0008,0,,,,,29.04,,,-1,8.761,,0,5645,45,,0,,0.97,0.04,,0,,5/14/2014,HD 80606 b,1252.2,34.96,-34.96,0,10.98,0.34,-0.34,0,Ground,0,,,,
668,HD 81040,b,1,1001.7,7,-7,0,,,,,32.56,1.26,-1.37,0,7.518,,0,5700,50,-50,0,0,0.96,0.04,-0.04,0,0,4/16/2015,HD 81040 b,,,,,,,,,Ground,0,,,,
669,HD 81688,b,1,184.02,0.18,-0.18,0,,,,,88.26,6.09,-7.07,0,,,,4753,15,-15,0,0,2.1,,,0,0,5/14/2014,HD 81688 b,,,,,,,,,Ground,0,,,,
670,HD 82886,b,1,705,34,-34,0,,,,,112.23,10.5,-12.92,0,7.32,,0,5112,44,-44,0,0,1.06,0.07,-0.07,0,0,5/14/2014,HD 82886 b,,,,,,,,,Ground,0,,,,
671,HD 82943,b,2,441.47,0.35,-0.35,0,,,,,27.46,0.62,-0.65,0,6.351,,0,6016,,,0,0,1.2,,,0,0,5/14/2014,HD 82943 b,534.25,8.899,-8.899,0,,,,,Ground,0,,,,
672,HD 82943,c,2,220.078,0.051,-0.051,0,,,,,27.46,0.62,-0.65,0,6.351,,0,6016,,,0,0,1.2,,,0,0,5/14/2014,HD 82943 c,622.603,14.937,-14.937,0,,,,,Ground,0,,,,
673,HD 83443,b,1,2.985698,0.000057,-0.000057,0,,,,,43.53,1.64,-1.77,0,7.972,,0,5454,,,0,0,0.9,,,0,0,5/14/2014,HD 83443 b,,,,,,,,,Ground,0,,,,
674,HD 8535,b,1,1313,28,-28,0,,,,,52.5,1.7,-1.6,0,7.534,,0,6136,18,-18,0,0,1.13,,,0,0,4/16/2015,HD 8535 b,,,,,,,,,Ground,0,,,,
675,HD 85390,b,1,788,25,-25,0,,,,,33.96,0.94,-1,0,8.245,,0,5186,54,-54,0,0,0.76,,,0,0,5/14/2014,HD 85390 b,,,,,,,,,Ground,0,,,,
676,HD 85512,b,1,58.43,0.13,-0.13,0,,,,,11.15,0.1,-0.1,0,7.106,,0,4715,102,-102,0,0,0.69,,,0,0,4/16/2015,HD 85512 b,,,,,,,,,Ground,0,27.33,,1,0
677,HD 8574,b,1,227,0.2,-0.2,0,,,,,44.2,1.6,-1.6,0,6.957,,0,6050,44,-44,0,0,1.12,0.02,-0.02,0,0,5/14/2014,HD 8574 b,,,,,,,,,Ground,0,,,,
678,HD 86081,b,1,2.1375,0.0002,-0.0002,0,,,,,91.16,9.06,-11.3,0,8.551,,0,,,,,0,1.21,0.09,-0.09,0,0,4/16/2015,HD 86081 b,,,,,,,,,Ground,0,,,,
679,HD 86226,b,1,1695,58,-58,0,,,,,42.48,1.48,-1.59,0,7.74,,0,5903,31,-31,0,0,1.06,0.03,-0.03,0,0,5/14/2014,HD 86226 b,,,,,,,,,Ground,0,,,,
680,HD 86264,b,1,1475,55,-55,0,,,,,72.57,4.08,-4.59,0,,,,,,,,,,,,,,4/24/2015,HD 86264 b,,,,,,,,,Ground,0,,,,
681,HD 8673,b,1,1634,17,-17,0,,,,,38.26,1.12,-1.19,0,6.204,,0,,,,,,,,,,,5/14/2014,HD 8673 b,,,,,,,,,Ground,0,28.75,,0,0
682,HD 86950,b,1,1270,57,-57,0,,,,,169,22,-22,0,,,,4805,100,-100,0,0,1.66,0.25,-0.25,0,0,12/1/2016,HD 86950 b,,,,,,,,,Ground,0,,,,
683,HD 87646,b,1,13.481,0.001,-0.001,0,,,,,73.58,7.66,-9.68,0,,,,5770,80,-80,0,0,1.12,0.09,-0.09,0,0,8/18/2016,HD 87646 b,,,,,,,,,Ground,0,,,,
684,HD 87883,b,1,2754,87,-87,0,,,,,18.06,0.3,-0.31,0,7.21,,0,,,,,,,,,,,4/24/2015,HD 87883 b,,,,,,,,,Ground,0,,,,
685,HD 88133,b,1,3.4148674,0.0000457,-0.0000473,0,,,,,74.46,5.92,-7.04,0,7.758,,0,5438,34,-34,0,0,1.18,0.06,-0.06,0,0,10/13/2016,HD 88133 b,324.1866,193.8763,-88.9924,0,,,,,Ground,0,,,,
686,HD 89307,b,1,2157,63,-63,0,,,,,30.88,0.92,-0.97,0,6.84,,0,,,,,,,,,,,4/24/2015,HD 89307 b,,,,,,,,,Ground,0,,,,
687,HD 89744,b,1,256.78,0.05,-0.05,0,,,,,39,1.1,-1.1,0,,,,6291,44,-44,0,0,1.56,0.05,-0.05,0,0,5/14/2014,HD 89744 b,,,,,,,,,Ground,0,,,,
688,HD 90156,b,1,49.77,0.07,-0.07,0,,,,,22.09,0.36,-0.37,0,6.7,,0,5599,12,-12,0,0,0.84,,,0,0,5/14/2014,HD 90156 b,,,,,,,,,Ground,0,,,,
689,HD 9174,b,1,1179,34,-34,0,,,,,78.93,3.86,-3.86,0,,,,5577,100,-100,0,0,1.03,0.05,-0.05,0,0,11/10/2016,HD 9174 b,,,,,,,,,Ground,0,,,,
690,HD 92788,b,1,325,0.5,-0.5,0,,,,,32.32,1,-1.07,0,7.1,,0,5821,,,0,0,1.1,,,0,0,4/24/2015,HD 92788 b,,,,,,,,,Ground,0,,,,
691,HD 93083,b,1,143.58,0.6,-0.6,0,,,,,28.9,0.81,-0.86,0,7.976,,0,4995,50,-50,0,0,0.7,0.04,-0.04,0,0,5/14/2014,HD 93083 b,,,,,,,,,Ground,0,,,,
692,HD 9446,b,2,30.052,0.027,-0.027,0,,,,,52.85,2.8,-3.14,0,,,,5793,22,-22,0,0,1,0.1,-0.1,0,0,3/10/2016,HD 9446 b,,,,,,,,,Ground,0,,,,
693,HD 9446,c,2,192.9,0.9,-0.9,0,,,,,52.85,2.8,-3.14,0,,,,5793,22,-22,0,0,1,0.1,-0.1,0,0,3/10/2016,HD 9446 c,,,,,,,,,Ground,0,,,,
694,HD 95086,b,1,,,,,,,,,91.57,4.62,-5.14,0,7.318,,0,,,,,,1.6,,,0,0,5/14/2014,HD 95086 b,1589,636,-636,0,,,,,Ground,0,,,,
695,HD 95089,b,1,507,16,-16,0,,,,,149.03,19.67,-26.72,0,,,,5002,44,-44,0,0,1.58,0.11,-0.11,0,0,5/14/2014,HD 95089 b,,,,,,,,,Ground,0,,,,
696,HD 95127,b,1,482,5,-5,0,,,,,332,110,-110,0,7.629,,0,4218,69,-69,0,0,1.2,0.22,-0.22,0,0,2/5/2015,HD 95127 b,,,,,,,,,Ground,0,,,,
697,HD 95872,b,1,4375,169,-169,0,,,,,7.56,,,0,9.588,,0,5312,100,-100,0,0,0.95,0.04,-0.04,0,0,12/17/2015,HD 95872 b,,,,,,,,,Ground,0,,,,
698,HD 96063,b,1,361.1,9.9,-9.9,0,,,,,132.8,16.39,-21.76,0,,,,5148,44,-44,0,0,1.02,0.07,-0.07,0,0,5/14/2014,HD 96063 b,,,,,,,,,Ground,0,,,,
699,HD 96127,b,1,647.3,16.8,-16.8,0,,,,,221.24,,,-1,6.781,,0,4152,23,-23,0,0,0.91,0.25,-0.25,0,0,5/14/2015,HD 96127 b,,,,,,,,,Ground,0,,,,
700,HD 96167,b,1,498.9,1,-1,0,,,,,84.03,8.22,-10.22,0,7.888,,0,5770,70,-70,0,0,1.31,0.09,-0.09,0,0,5/14/2015,HD 96167 b,,,,,,,,,Ground,0,,,,
